age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
48,services,single,secondary,no,5284,yes,no,cellular,24,jun,417,4,-1,0,unknown,no
35,technician,single,secondary,no,248,no,no,cellular,4,sep,72,12,-1,0,unknown,no
26,self-employed,married,secondary,no,3264,yes,no,telephone,8,nov,920,1,-1,2,other,yes
59,housemaid,married,secondary,no,-1182,yes,no,unknown,27,aug,23,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,1412,no,no,cellular,8,may,17,1,-1,0,unknown,no
21,services,single,tertiary,no,1045,yes,no,cellular,9,jul,449,1,-1,0,failure,yes
42,services,married,tertiary,no,880,no,yes,cellular,28,sep,36,7,-1,0,unknown,no
61,technician,married,secondary,no,1875,yes,no,unknown,27,aug,106,2,-1,1,unknown,no
55,services,married,tertiary,no,3909,yes,no,cellular,21,may,297,3,-1,0,unknown,no
27,housemaid,married,secondary,no,-2774,yes,no,unknown,9,jun,73,6,151,0,success,no
22,services,divorced,secondary,no,673,no,no,cellular,20,jul,495,9,-1,1,unknown,yes
31,technician,married,secondary,no,248,yes,no,cellular,29,oct,7,1,-1,0,unknown,no
32,services,married,primary,no,-900,no,no,cellular,15,jul,49,1,-1,1,unknown,no
42,self-employed,married,secondary,no,4815,no,no,cellular,5,jul,36,1,560,0,unknown,no
29,blue-collar,married,tertiary,no,-1049,yes,no,cellular,21,aug,643,7,-1,1,unknown,yes
36,management,married,primary,no,2972,yes,no,cellular,9,may,4,2,-1,0,unknown,no
47,management,single,primary,no,4539,yes,no,unknown,19,jul,200,5,-1,0,unknown,yes
43,technician,single,secondary,no,6909,no,no,unknown,18,may,643,1,-1,2,failure,yes
59,management,married,tertiary,no,3613,yes,no,unknown,10,may,629,2,-1,0,unknown,yes
50,services,married,tertiary,no,-1454,no,no,cellular,19,may,280,3,-1,1,unknown,yes
45,housemaid,married,secondary,no,-3602,yes,yes,unknown,25,dec,312,1,-1,0,other,yes
36,technician,single,secondary,no,1697,yes,no,unknown,7,nov,207,2,351,1,failure,no
58,blue-collar,single,secondary,no,-1136,yes,no,cellular,13,may,236,2,-1,0,unknown,no
34,admin.,married,secondary,no,2521,no,no,cellular,5,jun,29,2,-1,0,failure,no
46,self-employed,married,secondary,no,3137,yes,no,unknown,17,jun,195,6,-1,0,unknown,yes
22,housemaid,single,secondary,no,350,yes,yes,cellular,1,aug,385,1,667,0,unknown,yes
35,technician,single,primary,no,-2747,yes,no,cellular,23,nov,93,1,-1,0,unknown,no
34,admin.,single,tertiary,no,5173,yes,no,cellular,4,jul,193,3,-1,0,unknown,yes
32,blue-collar,divorced,secondary,no,6798,yes,no,cellular,20,may,979,1,-1,0,unknown,yes
38,management,divorced,secondary,no,-6763,no,no,cellular,5,may,525,1,285,0,unknown,yes
61,management,single,tertiary,no,4795,yes,no,cellular,21,may,423,2,-1,0,unknown,yes
43,self-employed,married,unknown,no,6228,no,no,unknown,6,may,1468,6,-1,1,success,yes
60,technician,married,tertiary,no,-3305,no,no,telephone,22,may,12,3,21,0,unknown,no
47,admin.,married,unknown,no,148,no,no,unknown,14,may,736,4,-1,1,unknown,yes
21,management,married,tertiary,no,3090,no,no,telephone,1,aug,57,2,-1,3,unknown,no
20,blue-collar,married,unknown,no,2681,no,no,cellular,27,may,49,5,463,0,unknown,no
48,technician,married,tertiary,no,257,yes,no,cellular,16,aug,268,1,-1,0,unknown,yes
35,technician,married,tertiary,no,-318,yes,no,telephone,17,may,84,3,290,0,unknown,no
23,unemployed,married,tertiary,no,3013,yes,yes,cellular,5,feb,148,1,-1,0,unknown,yes
36,self-employed,married,tertiary,no,1137,no,no,unknown,2,mar,4,3,-1,1,unknown,no
34,technician,married,tertiary,no,3560,no,no,cellular,18,may,653,1,-1,1,unknown,yes
42,technician,married,secondary,no,1287,yes,no,cellular,7,jul,63,1,-1,0,unknown,no
30,admin.,single,secondary,no,2039,no,no,cellular,17,may,228,2,-1,0,failure,yes
47,technician,married,primary,no,-4532,yes,no,cellular,14,may,312,1,338,0,unknown,yes
43,technician,married,secondary,no,1662,no,no,cellular,7,nov,129,1,315,0,unknown,no
51,unknown,married,secondary,no,-262,yes,no,cellular,1,may,473,6,-1,0,failure,yes
33,technician,married,secondary,no,1431,yes,no,unknown,18,jul,28,6,-1,0,unknown,no
39,technician,married,secondary,no,-1029,yes,no,unknown,24,sep,650,6,699,1,unknown,yes
33,management,married,tertiary,no,3139,yes,no,cellular,29,aug,543,5,-1,1,unknown,yes
31,technician,married,secondary,yes,1632,no,no,cellular,30,may,310,1,-1,0,unknown,yes
42,blue-collar,single,unknown,no,862,yes,no,cellular,9,may,8,9,-1,1,unknown,no
33,blue-collar,married,primary,no,4852,no,no,cellular,22,may,431,5,-1,0,unknown,yes
48,retired,single,secondary,no,2707,no,no,cellular,31,nov,215,1,-1,1,unknown,yes
45,technician,married,secondary,no,4847,no,yes,cellular,5,may,235,2,-1,0,unknown,no
57,services,single,primary,no,1917,no,yes,telephone,26,aug,28,4,-1,1,unknown,no
42,entrepreneur,married,tertiary,no,1426,no,no,cellular,5,may,349,2,-1,0,other,yes
45,services,single,secondary,no,-1891,no,no,cellular,30,sep,400,2,-1,1,unknown,yes
41,blue-collar,married,primary,no,330,no,no,cellular,31,may,690,2,-1,0,unknown,yes
53,management,divorced,tertiary,no,-376,no,no,cellular,9,aug,353,1,-1,0,unknown,no
46,admin.,single,primary,no,2898,yes,no,cellular,28,aug,15,1,-1,0,unknown,no
41,blue-collar,divorced,secondary,no,-166,no,no,cellular,2,aug,410,3,-1,0,unknown,yes
47,admin.,single,tertiary,no,2348,no,no,cellular,15,jul,218,1,389,0,unknown,no
51,services,single,primary,no,2618,yes,yes,cellular,10,aug,214,1,-1,1,unknown,no
38,unemployed,married,secondary,no,-335,no,no,telephone,6,nov,1075,3,-1,1,success,yes
57,entrepreneur,single,primary,no,-816,no,yes,cellular,27,dec,81,3,-1,0,other,no
42,self-employed,married,tertiary,no,-2072,yes,no,cellular,1,nov,343,2,-1,0,unknown,yes
47,management,single,tertiary,no,1517,yes,no,cellular,6,jul,78,2,-1,0,unknown,no
27,management,married,unknown,no,-630,no,no,cellular,18,jul,816,1,-1,0,unknown,yes
52,management,married,tertiary,no,1070,no,yes,unknown,13,aug,269,5,-1,0,unknown,yes
46,blue-collar,married,primary,no,491,no,no,telephone,29,may,238,1,-1,0,unknown,no
37,technician,married,secondary,no,1849,no,no,unknown,1,jun,251,2,-1,1,unknown,yes
45,technician,single,tertiary,no,-3210,yes,no,telephone,8,feb,347,2,706,0,unknown,yes
29,housemaid,single,tertiary,no,1127,yes,no,telephone,21,oct,221,3,-1,1,failure,no
44,blue-collar,single,secondary,no,4020,yes,no,telephone,7,jul,807,2,-1,1,unknown,yes
52,blue-collar,single,secondary,no,-1878,yes,no,cellular,7,mar,21,1,-1,0,unknown,no
49,management,single,primary,no,6245,yes,no,unknown,16,aug,121,2,-1,0,success,no
44,technician,married,tertiary,no,-2641,yes,no,unknown,13,may,433,13,-1,0,unknown,yes
18,blue-collar,married,primary,no,8110,yes,no,cellular,5,aug,747,1,810,0,failure,yes
43,admin.,married,tertiary,no,5092,no,no,cellular,16,may,654,2,-1,0,unknown,yes
56,technician,married,secondary,no,3570,yes,no,telephone,18,apr,292,3,-1,0,unknown,yes
29,blue-collar,married,secondary,no,3108,no,no,cellular,24,aug,135,2,-1,0,unknown,no
25,student,single,primary,no,1779,no,no,cellular,17,oct,534,6,-1,0,unknown,yes
39,technician,married,secondary,no,2866,yes,no,cellular,9,nov,251,8,-1,0,unknown,yes
35,technician,married,primary,no,457,no,no,unknown,7,aug,59,5,-1,0,failure,yes
24,retired,divorced,secondary,no,6920,yes,no,unknown,1,dec,410,5,-1,1,unknown,yes
44,management,single,tertiary,no,2497,no,no,cellular,18,dec,133,1,-1,1,unknown,no
51,services,single,tertiary,no,-4728,no,no,telephone,3,aug,258,1,-1,0,unknown,yes
48,admin.,single,secondary,no,1270,yes,no,cellular,27,may,224,2,43,0,unknown,no
36,entrepreneur,single,tertiary,no,3223,yes,no,unknown,1,dec,107,2,594,0,unknown,no
40,blue-collar,married,unknown,no,2738,yes,no,cellular,6,aug,28,3,-1,0,other,yes
33,technician,single,secondary,no,-3950,no,no,cellular,19,jul,209,1,-1,0,unknown,yes
25,blue-collar,divorced,secondary,no,489,no,no,cellular,9,may,232,5,-1,0,unknown,yes
45,blue-collar,married,tertiary,no,-307,yes,no,cellular,21,jul,330,2,-1,0,unknown,yes
50,housemaid,married,secondary,no,6584,no,yes,telephone,15,aug,369,2,-1,0,unknown,yes
45,admin.,divorced,secondary,no,-3043,no,no,cellular,18,feb,27,4,-1,0,unknown,no
38,retired,single,secondary,no,-478,yes,no,cellular,18,sep,141,4,-1,1,unknown,yes
53,blue-collar,married,secondary,no,1428,yes,no,unknown,6,jul,18,1,-1,0,unknown,no
35,blue-collar,married,secondary,no,6585,yes,yes,cellular,9,aug,730,2,-1,0,other,yes
38,technician,married,secondary,no,-1527,no,no,cellular,27,jun,388,1,-1,0,unknown,no
49,blue-collar,married,tertiary,no,4773,yes,no,cellular,26,nov,221,4,-1,0,unknown,yes
39,services,married,tertiary,no,6083,yes,no,unknown,2,feb,225,2,-1,0,unknown,yes
31,blue-collar,single,secondary,no,-507,yes,no,cellular,19,dec,36,5,-1,1,failure,no
41,technician,single,primary,no,2313,yes,no,cellular,31,dec,1262,5,-1,1,failure,yes
30,retired,married,primary,no,683,no,no,telephone,11,aug,774,3,-1,0,failure,yes
40,management,married,secondary,no,-1275,yes,no,cellular,25,apr,217,4,-1,0,unknown,no
42,student,married,secondary,no,-3561,no,no,cellular,8,may,772,2,-1,0,success,yes
44,technician,married,tertiary,no,3045,yes,no,unknown,31,oct,216,2,-1,0,other,no
68,technician,married,secondary,no,983,no,no,telephone,30,may,36,1,-1,0,unknown,no
44,blue-collar,single,tertiary,no,1130,no,no,cellular,15,may,292,2,-1,0,unknown,yes
36,self-employed,single,primary,no,4588,yes,no,unknown,29,aug,211,3,370,2,unknown,yes
26,admin.,married,secondary,no,-1967,yes,no,unknown,11,feb,91,1,729,0,unknown,no
40,blue-collar,married,tertiary,no,-3573,yes,yes,cellular,20,aug,362,3,74,0,unknown,yes
38,management,single,primary,no,6099,no,no,unknown,1,jul,256,1,-1,0,unknown,yes
18,management,single,secondary,no,3666,no,no,cellular,17,aug,667,2,76,0,unknown,yes
45,management,single,tertiary,no,1870,no,no,cellular,23,may,289,4,-1,0,unknown,yes
50,blue-collar,divorced,primary,no,-1954,yes,no,unknown,13,sep,919,1,-1,0,unknown,yes
30,management,single,tertiary,no,-3417,yes,no,cellular,17,may,88,4,-1,0,unknown,no
37,management,single,primary,no,1232,no,no,telephone,6,may,278,1,-1,1,unknown,no
39,retired,married,secondary,no,612,yes,no,unknown,18,oct,7,4,-1,1,failure,no
46,unemployed,married,tertiary,no,-1033,yes,no,cellular,23,feb,31,5,-1,1,unknown,no
50,self-employed,married,tertiary,no,477,no,no,unknown,11,oct,62,1,863,0,unknown,no
34,blue-collar,married,secondary,no,4845,yes,no,cellular,1,may,289,1,-1,1,unknown,yes
47,blue-collar,married,primary,no,6280,no,no,cellular,28,oct,471,4,-1,0,unknown,yes
41,unknown,married,secondary,no,2698,yes,no,cellular,6,jul,177,1,762,0,unknown,no
51,management,married,tertiary,no,4114,no,no,cellular,1,may,635,5,-1,0,unknown,yes
20,blue-collar,single,primary,no,-1677,yes,no,telephone,31,aug,225,3,-1,0,unknown,yes
27,blue-collar,married,tertiary,no,-888,no,no,unknown,10,nov,45,4,-1,0,unknown,no
54,blue-collar,married,secondary,no,1301,no,yes,cellular,15,apr,68,1,-1,0,unknown,no
36,management,single,tertiary,no,803,no,no,cellular,9,sep,149,5,-1,0,unknown,yes
39,unemployed,married,tertiary,no,-1819,yes,no,cellular,14,jul,2,5,-1,0,unknown,no
23,technician,divorced,primary,no,953,yes,yes,cellular,12,may,330,1,-1,0,unknown,yes
55,blue-collar,married,primary,no,-1062,yes,no,telephone,2,nov,15,1,-1,0,unknown,no
42,blue-collar,married,primary,no,3936,yes,no,unknown,28,aug,63,7,-1,0,unknown,yes
35,management,single,primary,no,1413,no,no,cellular,9,jul,365,9,251,0,unknown,yes
39,blue-collar,married,secondary,no,4337,no,no,telephone,25,aug,16,3,-1,0,unknown,no
46,entrepreneur,married,secondary,no,65,no,no,cellular,16,jul,8,5,-1,0,unknown,no
44,management,married,primary,no,5733,yes,yes,cellular,6,dec,192,3,-1,1,unknown,no
35,management,divorced,tertiary,no,4705,no,no,cellular,24,jun,74,1,-1,0,unknown,no
40,admin.,married,unknown,yes,3144,no,no,cellular,29,may,705,2,-1,0,unknown,yes
60,admin.,married,secondary,no,1465,no,no,unknown,12,may,255,5,-1,0,unknown,no
55,technician,single,tertiary,no,1151,yes,no,unknown,12,jul,1461,3,-1,0,unknown,yes
33,technician,single,secondary,no,3635,no,no,cellular,8,jul,78,7,-1,0,unknown,no
48,entrepreneur,married,secondary,no,3787,no,yes,cellular,30,oct,936,10,-1,0,unknown,yes
28,technician,married,secondary,no,5116,no,no,cellular,15,may,208,2,-1,0,unknown,yes
29,retired,married,secondary,no,4286,no,no,cellular,20,may,57,2,-1,0,unknown,no
37,technician,single,secondary,no,2671,no,no,cellular,25,may,424,1,-1,0,unknown,yes
18,services,single,secondary,no,-4849,yes,no,cellular,31,nov,130,5,-1,0,other,yes
47,services,divorced,secondary,no,4961,no,no,cellular,18,oct,41,1,-1,1,unknown,no
33,services,single,tertiary,no,-433,no,no,unknown,26,jun,722,3,-1,1,unknown,yes
50,blue-collar,married,tertiary,no,-351,yes,no,unknown,23,feb,209,3,789,0,unknown,yes
24,services,single,secondary,no,-58,yes,no,cellular,13,may,106,7,585,0,unknown,no
33,management,single,primary,no,-2432,yes,no,telephone,17,oct,218,3,589,0,unknown,yes
49,technician,married,tertiary,yes,1978,no,no,cellular,19,sep,158,1,430,0,unknown,yes
49,admin.,married,tertiary,no,701,yes,no,cellular,8,apr,32,3,-1,0,unknown,no
52,management,married,secondary,no,3277,yes,no,cellular,12,sep,398,5,280,0,unknown,yes
39,blue-collar,married,secondary,no,-2190,yes,no,telephone,16,may,39,1,142,0,success,yes
48,services,single,secondary,no,800,no,yes,cellular,9,oct,53,1,404,0,unknown,no
24,admin.,married,tertiary,no,-757,yes,no,unknown,9,may,590,1,-1,2,unknown,yes
37,blue-collar,single,tertiary,no,746,no,no,cellular,20,oct,102,4,-1,0,unknown,no
53,retired,single,tertiary,no,807,yes,no,cellular,30,jul,109,1,-1,0,unknown,no
33,management,married,unknown,no,2982,yes,no,cellular,11,may,49,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,3057,yes,no,cellular,15,jul,90,4,-1,0,unknown,no
18,admin.,married,primary,no,1443,yes,no,unknown,10,aug,105,4,-1,0,unknown,no
46,services,married,secondary,no,5875,no,no,telephone,20,jun,233,1,-1,0,unknown,no
49,admin.,married,tertiary,no,3488,no,no,cellular,1,dec,433,4,-1,0,unknown,yes
33,housemaid,single,tertiary,no,-2080,no,no,cellular,2,may,368,1,-1,0,unknown,yes
49,unemployed,married,secondary,no,2498,no,no,unknown,15,may,181,6,823,0,unknown,no
47,unemployed,single,tertiary,no,9708,no,yes,unknown,15,nov,16,2,-1,0,unknown,no
60,technician,single,tertiary,no,-966,yes,no,telephone,27,jul,200,4,-1,0,failure,yes
38,management,married,secondary,no,5574,yes,no,cellular,3,oct,135,1,-1,0,unknown,no
46,services,married,secondary,no,-1132,yes,yes,unknown,26,may,250,1,848,1,unknown,yes
47,housemaid,divorced,secondary,no,113,yes,no,unknown,1,sep,191,3,269,0,unknown,yes
45,management,married,secondary,no,3694,yes,no,unknown,9,may,133,7,-1,1,unknown,no
49,services,divorced,secondary,no,752,yes,no,cellular,17,oct,16,5,-1,0,unknown,yes
41,management,married,secondary,no,-3398,no,yes,unknown,6,oct,51,6,-1,1,unknown,no
30,technician,married,secondary,no,2190,yes,no,telephone,19,may,348,4,-1,0,unknown,yes
52,management,married,unknown,no,-274,no,yes,cellular,27,dec,230,8,-1,0,unknown,no
34,admin.,married,tertiary,no,718,yes,no,cellular,18,may,206,6,-1,0,unknown,no
43,admin.,single,secondary,no,3073,no,yes,cellular,8,oct,585,2,-1,0,unknown,yes
47,management,married,primary,no,-232,yes,yes,cellular,18,jul,123,4,-1,0,success,no
23,services,married,primary,no,3591,yes,no,unknown,10,aug,19,4,-1,0,failure,yes
40,admin.,married,secondary,no,679,no,yes,cellular,20,nov,384,6,-1,0,unknown,yes
35,services,single,secondary,no,656,no,no,cellular,20,may,165,4,-1,1,unknown,yes
31,admin.,married,tertiary,no,1664,no,no,cellular,3,aug,27,1,-1,0,unknown,no
37,blue-collar,married,secondary,no,995,yes,no,unknown,13,oct,357,1,-1,0,unknown,yes
25,blue-collar,married,secondary,no,2039,no,no,cellular,14,aug,461,1,-1,0,unknown,yes
40,services,single,tertiary,no,2093,yes,yes,unknown,12,may,311,1,-1,0,unknown,no
46,technician,divorced,unknown,no,-2164,yes,no,cellular,26,jul,339,2,410,0,failure,yes
36,technician,single,secondary,no,-28,yes,no,telephone,17,dec,29,7,-1,0,unknown,no
53,student,married,tertiary,no,1902,no,no,cellular,8,jun,31,3,-1,1,unknown,no
47,technician,divorced,primary,no,2656,no,no,cellular,25,jul,32,2,-1,0,unknown,no
45,blue-collar,single,secondary,yes,-3781,yes,no,cellular,2,may,153,1,-1,0,unknown,yes
36,services,divorced,secondary,no,1738,no,no,telephone,4,may,96,1,-1,0,failure,no
49,admin.,married,primary,no,4083,no,no,telephone,27,aug,139,3,-1,0,unknown,no
48,admin.,married,secondary,no,2539,no,no,unknown,31,nov,7,2,-1,0,failure,no
54,blue-collar,single,unknown,no,3137,yes,no,cellular,30,aug,190,6,-1,0,unknown,no
46,management,single,secondary,no,-693,yes,yes,unknown,12,may,28,2,-1,0,unknown,no
33,blue-collar,married,primary,no,137,yes,no,cellular,4,may,255,2,795,0,success,yes
23,entrepreneur,divorced,primary,no,-251,yes,no,cellular,7,jul,453,11,-1,0,other,yes
42,blue-collar,single,secondary,no,6002,yes,no,cellular,29,jul,47,7,633,0,unknown,yes
25,retired,married,secondary,no,3099,yes,no,telephone,14,may,240,2,380,0,unknown,no
38,unemployed,divorced,secondary,no,3382,no,no,telephone,13,may,291,3,-1,0,other,no
36,unemployed,married,tertiary,no,4420,no,yes,telephone,24,jul,242,1,-1,0,unknown,yes
38,technician,married,tertiary,no,-1336,no,no,cellular,21,aug,317,2,-1,0,unknown,yes
38,retired,single,secondary,no,4262,no,no,cellular,6,aug,708,3,105,0,unknown,yes
31,services,married,tertiary,no,4605,yes,no,cellular,7,aug,266,1,-1,0,unknown,yes
47,management,married,tertiary,no,-33,no,no,unknown,29,jul,262,1,-1,0,unknown,yes
39,technician,married,tertiary,no,1128,no,no,cellular,20,jul,57,4,-1,0,unknown,no
45,blue-collar,single,tertiary,yes,1328,no,no,cellular,1,nov,625,1,550,0,failure,yes
38,admin.,married,secondary,no,-4400,no,no,cellular,4,may,54,1,-1,0,unknown,no
26,technician,married,secondary,no,1567,no,no,telephone,14,may,21,1,213,1,unknown,no
47,technician,single,tertiary,no,3552,yes,no,cellular,27,aug,247,3,-1,0,unknown,yes
40,self-employed,single,tertiary,no,4239,yes,no,cellular,4,may,344,2,-1,0,unknown,no
30,technician,married,secondary,no,-1457,yes,no,telephone,5,may,114,1,-1,0,unknown,yes
48,blue-collar,single,secondary,no,4692,yes,no,cellular,20,mar,263,3,-1,0,unknown,yes
45,blue-collar,married,tertiary,no,2990,no,no,cellular,21,jul,544,4,652,0,unknown,yes
30,retired,married,secondary,no,-4485,yes,no,cellular,1,sep,444,13,-1,0,failure,yes
24,blue-collar,single,primary,no,-2156,no,yes,cellular,14,may,284,2,-1,0,unknown,yes
44,unknown,married,secondary,no,1619,yes,no,cellular,13,aug,132,2,661,0,unknown,no
33,management,married,primary,no,1741,no,no,unknown,2,jul,57,1,862,0,unknown,no
43,entrepreneur,married,tertiary,no,2195,no,no,telephone,9,feb,13,2,-1,0,unknown,yes
40,admin.,married,secondary,no,4796,no,no,unknown,18,may,1100,2,-1,0,unknown,yes
53,retired,single,tertiary,no,-3518,yes,no,cellular,20,aug,35,1,-1,0,unknown,no
47,services,married,secondary,no,2388,yes,no,cellular,5,jul,10,2,-1,2,unknown,no
29,management,married,secondary,no,-4028,yes,no,cellular,19,sep,1124,2,-1,0,unknown,yes
28,technician,single,tertiary,no,71,yes,no,unknown,2,sep,384,1,-1,0,unknown,yes
32,blue-collar,married,primary,no,-3620,no,no,unknown,29,oct,657,1,-1,1,unknown,yes
39,admin.,married,tertiary,no,5008,yes,no,unknown,8,jul,222,2,-1,0,unknown,yes
19,blue-collar,single,secondary,no,5538,yes,yes,cellular,3,jul,627,1,744,1,failure,yes
39,technician,divorced,secondary,no,875,no,no,cellular,30,jun,80,2,-1,0,success,no
42,entrepreneur,married,secondary,no,4892,yes,no,cellular,9,may,186,2,-1,0,other,no
40,blue-collar,married,tertiary,no,-2262,yes,no,cellular,28,aug,297,3,-1,0,failure,yes
31,technician,married,secondary,no,2614,yes,no,telephone,30,may,189,6,-1,1,failure,no
36,admin.,married,secondary,no,-767,no,no,cellular,17,may,148,1,-1,0,other,no
41,unknown,married,secondary,no,-541,yes,no,cellular,23,nov,309,6,-1,0,unknown,yes
58,unknown,divorced,tertiary,no,3677,no,no,cellular,26,may,7,3,47,0,unknown,no
44,services,married,tertiary,no,-4131,no,no,cellular,21,nov,117,4,-1,0,unknown,no
31,retired,divorced,secondary,no,6358,yes,no,cellular,7,dec,161,3,652,0,unknown,no
47,technician,divorced,secondary,no,1617,yes,no,cellular,4,aug,109,3,-1,0,unknown,no
41,management,married,secondary,no,1873,yes,no,cellular,12,jul,248,7,-1,1,unknown,yes
44,student,single,secondary,no,1701,yes,yes,cellular,23,may,128,6,-1,0,unknown,no
50,management,divorced,secondary,no,4489,no,no,cellular,6,nov,416,1,683,0,unknown,yes
36,services,single,secondary,no,1942,yes,no,unknown,8,may,63,3,-1,0,unknown,no
36,blue-collar,married,tertiary,no,2065,yes,no,telephone,22,nov,654,2,-1,0,failure,yes
30,blue-collar,married,unknown,no,5022,yes,yes,cellular,21,may,633,1,-1,0,unknown,yes
47,management,married,secondary,no,2362,yes,yes,cellular,30,jun,89,5,-1,0,unknown,no
42,management,married,secondary,no,-3919,no,no,telephone,4,nov,359,10,-1,0,unknown,yes
51,self-employed,married,tertiary,no,698,yes,no,cellular,28,dec,323,6,-1,2,unknown,yes
54,admin.,married,tertiary,no,2302,no,no,telephone,30,may,321,1,-1,0,unknown,yes
31,retired,single,secondary,no,2282,no,yes,telephone,31,nov,584,5,-1,1,unknown,yes
45,management,married,secondary,no,769,no,no,cellular,15,may,49,1,-1,0,unknown,no
49,admin.,divorced,secondary,no,-676,yes,no,cellular,26,nov,107,5,-1,0,unknown,yes
23,unknown,divorced,secondary,no,4979,no,yes,cellular,16,sep,460,2,174,0,unknown,yes
40,technician,single,primary,yes,847,no,no,cellular,18,jul,0,1,-1,0,unknown,no
28,entrepreneur,single,secondary,no,1069,yes,no,unknown,14,may,66,7,132,0,unknown,no
43,management,married,tertiary,no,5271,no,no,cellular,4,jul,524,2,-1,1,unknown,no
44,entrepreneur,married,tertiary,no,4763,yes,no,cellular,29,may,111,2,-1,0,unknown,yes
45,self-employed,married,secondary,no,3488,yes,no,cellular,30,dec,92,10,-1,0,unknown,no
18,retired,divorced,primary,no,2888,yes,no,cellular,9,nov,102,1,-1,0,unknown,no
18,admin.,married,primary,no,2829,yes,no,cellular,20,jul,102,1,45,0,unknown,no
58,services,married,primary,no,-3185,no,no,unknown,23,jul,263,3,429,0,unknown,yes
54,management,married,tertiary,no,1967,no,no,cellular,19,aug,141,1,-1,0,unknown,yes
20,services,married,tertiary,no,-917,no,no,cellular,21,nov,292,7,-1,0,unknown,yes
34,services,married,primary,no,-2362,yes,no,unknown,23,may,99,6,-1,0,unknown,no
34,housemaid,single,tertiary,no,-114,no,no,cellular,2,jul,155,1,735,0,unknown,yes
53,blue-collar,married,tertiary,yes,-3969,yes,no,telephone,1,jul,366,1,-1,0,unknown,yes
31,retired,married,tertiary,no,1406,yes,no,cellular,16,dec,333,2,-1,0,unknown,yes
33,services,married,tertiary,no,1958,yes,no,cellular,24,aug,31,8,-1,0,other,no
41,services,single,secondary,no,6487,no,no,telephone,15,may,581,1,-1,0,failure,yes
47,management,married,tertiary,no,1776,yes,no,cellular,1,oct,318,4,325,0,unknown,yes
40,management,married,tertiary,no,-2535,no,no,cellular,25,may,253,3,-1,1,unknown,yes
42,unemployed,single,tertiary,no,818,yes,yes,cellular,17,jul,230,4,-1,0,failure,yes
29,technician,single,tertiary,no,3967,yes,no,telephone,25,may,365,2,-1,2,success,yes
51,technician,married,secondary,no,3318,yes,no,cellular,13,may,94,6,-1,0,unknown,no
23,self-employed,married,secondary,no,-6631,yes,no,cellular,18,may,202,5,-1,0,unknown,yes
52,entrepreneur,married,primary,no,-2083,yes,no,telephone,14,aug,587,3,24,0,unknown,yes
46,blue-collar,married,tertiary,no,171,yes,no,cellular,24,may,518,1,-1,1,failure,yes
36,technician,single,secondary,no,5352,yes,no,cellular,16,nov,18,1,-1,2,unknown,no
37,management,married,secondary,no,1165,yes,no,telephone,26,jul,404,5,-1,0,other,yes
46,entrepreneur,married,tertiary,no,4851,yes,yes,telephone,11,may,383,1,335,2,unknown,yes
35,technician,single,secondary,no,1056,yes,no,unknown,23,sep,209,9,137,0,unknown,yes
30,blue-collar,single,secondary,no,3868,yes,no,unknown,15,may,463,3,-1,0,unknown,yes
49,blue-collar,divorced,secondary,no,3589,yes,no,cellular,30,aug,171,1,-1,0,unknown,no
36,admin.,divorced,primary,no,2116,yes,no,cellular,3,jul,108,1,-1,1,unknown,no
42,technician,divorced,secondary,no,-2480,yes,yes,cellular,22,may,3,1,-1,0,unknown,no
48,blue-collar,divorced,secondary,no,-1046,yes,no,cellular,11,may,435,2,-1,0,unknown,yes
38,blue-collar,divorced,secondary,yes,4265,yes,no,unknown,10,may,197,2,-1,0,unknown,no
39,admin.,married,tertiary,no,2936,no,yes,cellular,15,may,38,7,-1,0,unknown,no
53,blue-collar,divorced,secondary,no,-2217,no,yes,cellular,3,may,224,4,-1,1,unknown,yes
42,admin.,married,secondary,no,8074,yes,no,unknown,26,may,9,1,-1,0,unknown,no
45,unemployed,married,secondary,no,5622,no,no,telephone,18,jul,87,1,-1,0,unknown,no
43,technician,divorced,tertiary,no,-1024,yes,no,unknown,11,may,43,1,-1,0,unknown,no
45,housemaid,single,secondary,no,2884,yes,no,unknown,3,nov,89,1,-1,0,unknown,no
37,management,single,secondary,no,2351,no,yes,cellular,27,may,72,1,-1,0,unknown,no
32,management,married,tertiary,no,-396,no,no,unknown,16,aug,61,2,-1,0,unknown,no
26,housemaid,married,tertiary,no,4694,yes,no,cellular,31,aug,250,6,-1,1,unknown,no
38,admin.,divorced,secondary,no,6599,no,no,unknown,29,dec,320,1,261,0,other,yes
26,student,married,unknown,no,1746,no,no,cellular,26,may,270,1,-1,0,unknown,yes
44,admin.,married,secondary,no,444,yes,no,cellular,9,jun,1351,1,-1,0,unknown,yes
31,technician,married,secondary,no,-3015,yes,no,cellular,20,jun,40,8,-1,0,unknown,no
37,management,single,primary,no,457,no,no,cellular,12,mar,618,2,-1,0,unknown,yes
38,admin.,single,secondary,no,5029,yes,no,cellular,10,may,171,6,-1,1,unknown,no
30,technician,single,primary,no,-104,no,yes,unknown,7,aug,46,6,71,0,unknown,no
40,blue-collar,married,tertiary,no,7811,no,no,cellular,19,may,45,4,-1,0,unknown,no
